chunk_id,document_id,file_name,document_type,page_number,page_chunk_index,chunk_sequence,character_count,chunk_text
CHK_84F0E31C4F9C,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,22,3,57,686,". The leading causes of BRUKINSA dosage modification (42% of all patients) were pneumonia, COVID-19, thrombocytopenia, and neutropenia. Table 15 summarizes adverse reactions in BGB-3111-212. Table 15: Adverse Reactions in ≥10% of Patients with Relapsed or Refractory FL Who Received BRUKINSA in Study BGB-3111-212 System Organ Class Preferred Term BGB-3111-212 BRUKINSA + Obinutuzumab (N=143) Obinutuzumab (N=71) Grade 3 Grade 3 The denominator used to calculate the rate was 321 in the BRUKINSA arm, and varied from 320 to 321 in the ibrutinib arm, based on the number of patients with a baseline value and at least one post-treatment value. Grading is based on NCI CTCAE criteria. 9 9"
CHK_BD7E01E3DDED,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,23,1,58,1200,"All Grades (%) Grade 3 or 4 (%) All Grades (%) Grade 3 or 4 (%) * † ‡ § ¶ # Þ ß à è General disorders and administration site conditions Fatigue 27 1.4 25 1.4 Pyrexia 13 0 20 0 Musculoskeletal and connective tissue disorders Musculoskeletal pain 22 3.5 23 1.4 Vascular disorders Hemorrhage 20 1.4 10 1.4 Gastrointestinal disorders Diarrhea 18 2.8 17 1.4 Constipation 13 0 9 0 Abdominal pain 11 2.1 11 0 Infections and infestations Upper respiratory tract infection 17 2.8 10 0 Pneumonia 15 13 11 7 COVID-19 13 9 11 4.2 Herpes virus infection 11 2.1 1.4 0 Urinary tract infection 10 1.4 7 0 Respiratory, thoracic, and mediastinal disorders Cough 14 0 14 0 Dyspnea 11 2.1 13 0 Skin and subcutaneous tissue disorders Rash 11 0 14 0 Clinically relevant adverse reactions in <10% of patients who received BRUKINSA in combination with obinutuzumab included bruising, edema, pruritus, petechiae, vomiting, headache, arthralgia, hypertension, sepsis, cardiac arrhythmias, renal insufficiency, febrile neutropenia, transaminase elevation, and pneumonitis. Includes multiple related terms. Fatigue: Fatigue, asthenia, and lethargy. Musculoskeletal pain: Back pain, musculoskeletal pain, musculoskeletal discomf"
CHK_A2F7EC87CB88,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,23,2,59,1200,"enia, transaminase elevation, and pneumonitis. Includes multiple related terms. Fatigue: Fatigue, asthenia, and lethargy. Musculoskeletal pain: Back pain, musculoskeletal pain, musculoskeletal discomfort, noncardiac chest pain, neck pain, pain in extremity, myalgia, spinal pain, bone pain, arthralgia, and related terms. Hemorrhage: All terms containing hematoma, hemorrhage, hemorrhagic, and related terms indicative of bleeding. Upper respiratory tract infection: Upper respiratory tract infection, sinusitis, pharyngitis, laryngitis, rhinitis, nasopharyngitis, laryngopharyngitis, tonsillitis bacterial, and related terms. Pneumonia: Pneumonia, COVID-19 pneumonia, lung infiltration, lung consolidation, and related terms including specific types of infection. Includes fatal outcomes: COVID-19 (3 patients), pneumonia (2 patients), dyspnea (1 patient). Herpes virus infection: Herpes viral infection, herpes zoster, herpes simplex, herpes simplex reactivation, varicella, and Epstein-Barr viremia. Urinary tract infection: Urinary tract infection, cystitis, pyelonephritis, and related terms. Rash: Rash, erythema, dermatitis, drug eruption, skin reaction, and related terms. *,† *,‡ *,§ * *,¶ *"
CHK_A98201B4B776,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,23,3,60,222,"a. Urinary tract infection: Urinary tract infection, cystitis, pyelonephritis, and related terms. Rash: Rash, erythema, dermatitis, drug eruption, skin reaction, and related terms. *,† *,‡ *,§ * *,¶ *,#,Þ *,Þ ß à * *,Þ *,è"
CHK_5F14176F27EA,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,24,1,61,1200,"Table 16: Select Laboratory Abnormalities (≥20%) that Worsened from Baseline in Patients Who Received BRUKINSA in Study BGB- 3111-212 Laboratory Abnormality BGB-3111-212 BRUKINSA + Obinutuzumab Obinutuzumab All Grades (%) Grade 3 or 4 (%) All Grades (%) Grade 3 or 4 (%) * † Hematologic abnormalities Platelets decreased 65 11 43 11 Neutrophils decreased 47 17 42 14 Hemoglobin decreased 31 0.8 23 0 Lymphocytes decreased 30 11 51 25 Chemistry Glucose increased 53 8 41 9 Alanine aminotransferase increased 23 0 28 0 Phosphate decreased 21 0.8 14 0 6.2 Postmarketing Experience The following adverse reactions have been identified during postapproval use of BRUKINSA. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal relationship to drug exposure. Hepatobiliary disorder: drug-induced liver injury 7 DRUG INTERACTIONS 7.1 Effect of Other Drugs on BRUKINSA Table 17: Drug Interactions that Affect Zanubrutinib Moderate and Strong CYP3A Inhibitors Clinical Impact Coadministration with a moderate or strong CYP3A inhibitor increases zanubrutinib C and AUC [see Clinical Pharmacolo"
CHK_93FAE59D8DC1,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,24,2,62,644,"tions that Affect Zanubrutinib Moderate and Strong CYP3A Inhibitors Clinical Impact Coadministration with a moderate or strong CYP3A inhibitor increases zanubrutinib C and AUC [see Clinical Pharmacology (12.3)] which may increase the risk of BRUKINSA toxicities. Prevention or Reduce BRUKINSA dosage when coadministered with moderate or strong * The denominator used to calculate the rate was 122 in the BRUKINSA + obinutuzumab arm, and varied from 56 to 58 in the obinutuzumab arm, based on the number of patients with a baseline value and at least one post-treatment value. Grading is based on NCI CTCAE criteria. Nonfasting conditions. † max"
CHK_1C2AAAB98BB3,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,25,1,63,1200,"Prevention or management CYP3A inhibitors [see Dosage and Administration (2.3)]. Moderate and Strong CYP3A Inducers Clinical Impact Coadministration with a moderate or strong CYP3A inducer decreases zanubrutinib C and AUC [see Clinical Pharmacology (12.3)] which may reduce BRUKINSA efficacy. Prevention or management Avoid coadministration of BRUKINSA with strong CYP3A inducers [see Dosage and Administration (2.3)]. Avoid coadministration of BRUKINSA with moderate CYP3A inducers [see Dosage and Administration (2.3)]. If these inducers cannot be avoided, increase BRUKINSA dosage to 320 mg twice daily [see Dosage and Administration (2.3)]. 8 USE IN SPECIFIC POPULATIONS 8.1 Pregnancy Risk Summary Based on findings in animals, BRUKINSA can cause fetal harm when administered to pregnant women. There are no available data on BRUKINSA use in pregnant women to evaluate for a drug-associated risk of major birth defects, miscarriage, or adverse maternal or fetal outcomes. In animal reproduction studies, oral administration of zanubrutinib to pregnant rats during the period of organogenesis was associated with fetal heart malformation at approximately 5-fold human exposures (see Data). Women s"
CHK_A23674DE9515,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,25,2,64,1200,"tudies, oral administration of zanubrutinib to pregnant rats during the period of organogenesis was associated with fetal heart malformation at approximately 5-fold human exposures (see Data). Women should be advised to avoid pregnancy while taking BRUKINSA. If BRUKINSA is used during pregnancy, or if the patient becomes pregnant while taking BRUKINSA, the patient should be apprised of the potential hazard to the fetus. The estimated background risk of major birth defects and miscarriage for the indicated population is unknown. All pregnancies have a background risk of birth defect, loss, or other adverse outcomes. In the U.S. general population, the estimated background risk of major birth defects and miscarriage in clinically recognized pregnancies is 2% to 4% and 15% to 20%, respectively. Data Animal Data Embryo-fetal development toxicity studies were conducted in both rats and rabbits. Zanubrutinib was administered orally to pregnant rats during the period of organogenesis at doses of 30, 75, and 150 mg/kg/day. Malformations in the heart (2 or 3-chambered hearts) were noted at all dose levels in the absence of maternal toxicity. The dose of 30 mg/kg/day is approximately 5 times"
CHK_D1F52D999848,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,25,3,65,288,"of 30, 75, and 150 mg/kg/day. Malformations in the heart (2 or 3-chambered hearts) were noted at all dose levels in the absence of maternal toxicity. The dose of 30 mg/kg/day is approximately 5 times the exposure (AUC) in patients receiving the recommended dose of 160 mg twice daily. max"
CHK_42FF1315BB8E,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,26,1,66,1200,"Administration of zanubrutinib to pregnant rabbits during the period of organogenesis at 30, 70, and 150 mg/kg/day resulted in postimplantation loss at the highest dose. The dose of 150 mg/kg is approximately 32 times the exposure (AUC) in patients at the recommended dose and was associated with maternal toxicity. In a pre and postnatal developmental toxicity study, zanubrutinib was administered orally to rats at doses of 30, 75, and 150 mg/kg/day from implantation through weaning. The offspring from the middle and high dose groups had decreased body weights preweaning, and all dose groups had adverse ocular findings (e.g., cataract, protruding eye). The dose of 30 mg/kg/day is approximately 5 times the AUC in patients receiving the recommended dose. 8.2 Lactation Risk Summary There are no data on the presence of zanubrutinib or its metabolites in human milk, the effects on the breastfed child, or the effects on milk production. Because of the potential for serious adverse reactions from BRUKINSA in a breastfed child, advise lactating women not to breastfeed during treatment with BRUKINSA and for two weeks following the last dose. 8.3 Females and Males of Reproductive Potential BRU"
CHK_9DFE6D6EAC2C,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,26,2,67,1200,"om BRUKINSA in a breastfed child, advise lactating women not to breastfeed during treatment with BRUKINSA and for two weeks following the last dose. 8.3 Females and Males of Reproductive Potential BRUKINSA can cause embryo-fetal harm when administered to pregnant women [see Use in Specific Populations (8.1)]. Pregnancy Testing Pregnancy testing is recommended for females of reproductive potential prior to initiating BRUKINSA therapy. Contraception Females Advise female patients of reproductive potential to use effective contraception during treatment with BRUKINSA and for 1 week following the last dose of BRUKINSA. If this drug is used during pregnancy, or if the patient becomes pregnant while taking this drug, the patient should be informed of the potential hazard to a fetus. Males Advise men to avoid fathering a child while receiving BRUKINSA and for 1 week following the last dose of BRUKINSA. 8.4 Pediatric Use Safety and effectiveness of BRUKINSA in pediatric patients have not been established. 8.5 Geriatric Use Of the 1729 patients with MCL, MZL, WM, CLL/SLL, and FL in clinical studies with BRUKINSA, 59% were ≥65 years of age, and 21% were ≥75 years of age. Patients ≥65 years o"
CHK_19E88764DF11,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,26,3,68,362,"established. 8.5 Geriatric Use Of the 1729 patients with MCL, MZL, WM, CLL/SLL, and FL in clinical studies with BRUKINSA, 59% were ≥65 years of age, and 21% were ≥75 years of age. Patients ≥65 years of age had numerically higher rates of Grade 3 or higher adverse reactions and serious adverse reactions (57% and 38%, respectively) than patients <65 years of age"
CHK_076DCC78F2BB,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,27,1,69,1200,"(51% and 29%, respectively). No overall differences in effectiveness were observed between younger and older patients. 8.6 Renal Impairment No dosage modification is recommended in patients with mild, moderate, or severe renal impairment (CLcr ≥15 mL/min, estimated by Cockcroft-Gault). Monitor for BRUKINSA adverse reactions in patients on dialysis [see Clinical Pharmacology (12.3)]. 8.7 Hepatic Impairment Dosage modification of BRUKINSA is recommended in patients with severe hepatic impairment [see Dosage and Administration (2.2)]. The safety of BRUKINSA has not been evaluated in patients with severe hepatic impairment. No dosage modification is recommended in patients with mild to moderate hepatic impairment. Monitor for BRUKINSA adverse reactions in patients with hepatic impairment [see Clinical Pharmacology (12.3)]. 11 DESCRIPTION BRUKINSA (zanubrutinib) is a kinase inhibitor. The empirical formula of zanubrutinib is C H N O and the chemical name is (S)-7-(1-acryloylpiperidin-4-yl)-2-(4- phenoxyphenyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide. Zanubrutinib is a white to off-white powder, with a pH of 7.8 in saturated solution. The aqueous solubility of zanubruti"
CHK_E3227373DEB2,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,27,2,70,1073,"2-(4- phenoxyphenyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide. Zanubrutinib is a white to off-white powder, with a pH of 7.8 in saturated solution. The aqueous solubility of zanubrutinib is pH dependent, from very slightly soluble to practically insoluble. The molecular weight of zanubrutinib is 471.55 Daltons. Zanubrutinib has the following structure: Each BRUKINSA capsule for oral administration contains 80 mg zanubrutinib and the following inactive ingredients: colloidal silicon dioxide, croscarmellose sodium, magnesium stearate, microcrystalline cellulose, and sodium lauryl sulfate. The capsule shell contains edible black ink, gelatin, and titanium dioxide. Each BRUKINSA tablet for oral administration contains 160 mg zanubrutinib and the following inactive ingredients: colloidal silicon dioxide, croscarmellose sodium, lactose monohydrate, magnesium stearate, microcrystalline cellulose, povidone, and sodium lauryl sulfate. The film coating contains FD&C Blue No. 1, FD&C Blue No. 2, hypromellose, titanium dioxide, and triacetin. 27 29 5 3"
CHK_8DA0D0A77C38,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,28,1,71,1200,"12 CLINICAL PHARMACOLOGY 12.1 Mechanism of Action Zanubrutinib is a small-molecule inhibitor of Bruton's tyrosine kinase (BTK). Zanubrutinib forms a covalent bond with a cysteine residue in the BTK active site, leading to inhibition of BTK activity. BTK is a signaling molecule of the B-cell antigen receptor (BCR) and cytokine receptor pathways. In B-cells, BTK signaling results in activation of pathways necessary for B-cell proliferation, trafficking, chemotaxis, and adhesion. In nonclinical studies, zanubrutinib inhibited malignant B-cell proliferation and reduced tumor growth. 12.2 Pharmacodynamics BTK Occupancy in PBMCs and Lymph Nodes The median steady-state BTK occupancy in peripheral blood mononuclear cells was maintained at 100% over 24 hours at a total daily dose of 320 mg in patients with B-cell malignancies. The median steady-state BTK occupancy in lymph nodes was 94% to 100% following the approved recommended dosage. Cardiac Electrophysiology At the approved recommended doses (160 mg twice daily or 320 mg once daily), there were no clinically relevant effects on the QTc interval. The effect of BRUKINSA on the QTc interval above the therapeutic exposure has not been evalu"
CHK_DB6E7E6B6177,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,28,2,72,1200,"s (160 mg twice daily or 320 mg once daily), there were no clinically relevant effects on the QTc interval. The effect of BRUKINSA on the QTc interval above the therapeutic exposure has not been evaluated. In Vitro Platelet Aggregation In blood samples from healthy donors, patients on anticoagulant or antiplatelet therapy, and those with severe renal dysfunction, zanubrutinib demonstrated inhibition of platelet aggregation mediated by collagen, CRP-XL, or rhodocytin. Zanubrutinib did not show meaningful inhibition of platelet aggregation for ADP and PAR4-AP. 12.3 Pharmacokinetics Zanubrutinib maximum plasma concentration (C ) and area under the plasma drug concentration over time curve (AUC) increase proportionally over a dosage range from 40 mg to 320 mg (0.13 to 1 time the recommended total daily dose). Limited systemic accumulation of zanubrutinib was observed following repeated administration. The geometric mean (%CV) zanubrutinib steady-state daily AUC is 2,099 (42%) ng∙h/mL following 160 mg twice daily and 1,917 (59%) ng∙h/mL following 320 mg once daily. The geometric mean (%CV) zanubrutinib steady-state C is 295 (55%) ng/mL following 160 mg twice daily and 537 (55%) ng/mL fo"
CHK_31B93367BA6C,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,28,3,73,509,"wing 160 mg twice daily and 1,917 (59%) ng∙h/mL following 320 mg once daily. The geometric mean (%CV) zanubrutinib steady-state C is 295 (55%) ng/mL following 160 mg twice daily and 537 (55%) ng/mL following 320 mg once daily. Absorption The median t of zanubrutinib is 2 hours. Effect of Food BRUKINSA Capsules: Zanubrutinib AUC decreased 7% and C increased 3% following administration of BRUKINSA capsules with a high-fat meal (1,000 calories, 50% fat) in healthy subjects. BRUKINSA Tablets: max max max max"
CHK_8F3CE1E50699,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,29,1,74,1200,"Zanubrutinib AUC increased up to 17% and C up to 79% following administration of BRUKINSA tablets with a high-fat meal (1,000 calories, 50% fat) in healthy subjects. Distribution The geometric mean (%CV) apparent volume of distribution (Vz/F) of zanubrutinib is 537 (73%) L. The plasma protein binding of zanubrutinib is approximately 94% and the blood-to-plasma ratio is 0.7 to 0.8. Elimination The mean half-life (t ) of zanubrutinib is approximately 2 to 4 hours following a single oral zanubrutinib dose of 160 mg or 320 mg. The geometric mean (%CV) apparent oral clearance (CL/F) of zanubrutinib is 128 (58%) L/h. Metabolism Zanubrutinib is primarily metabolized by cytochrome P450(CYP)3A. Excretion Following a single radiolabeled zanubrutinib dose of 320 mg to healthy subjects, approximately 87% of the dose was recovered in feces (38% unchanged) and 8% in urine (less than 1% unchanged). Specific Populations No clinically significant differences in the pharmacokinetics of zanubrutinib were observed based on age (19 to 90 years), sex, race (Asian, White, and Other), body weight (36 to 144 kg), or mild, moderate or severe renal impairment (CLcr ≥15 mL/min as estimated by Cockcroft-Gault)"
CHK_7E5E7CE1C8FD,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,29,2,75,1199,"observed based on age (19 to 90 years), sex, race (Asian, White, and Other), body weight (36 to 144 kg), or mild, moderate or severe renal impairment (CLcr ≥15 mL/min as estimated by Cockcroft-Gault). The effect of dialysis on zanubrutinib pharmacokinetics is unknown. Hepatic Impairment The total AUC of zanubrutinib increased by 11% in subjects with mild hepatic impairment (Child-Pugh class A), by 21% in subjects with moderate hepatic impairment (Child-Pugh class B), and by 60% in subjects with severe hepatic impairment (Child-Pugh class C) relative to subjects with normal liver function. The unbound AUC of zanubrutinib increased by 23% in subjects with mild hepatic impairment (Child-Pugh class A), by 43% in subjects with moderate hepatic impairment (Child-Pugh class B) and by 194% in subjects with severe hepatic impairment (Child-Pugh class C) relative to subjects with normal liver function. Drug Interaction Studies Clinical Studies and Model-Informed Approaches CYP3A Inhibitors: Coadministration of multiple doses of CYP3A inhibitors increases zanubrutinib C and AUC (Table 18). Table 18: Observed or Predicted Increase in Zanubrutinib Exposure After Coadministration of CYP3A Inhib"
CHK_016881C72C7D,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,29,3,76,306,dministration of multiple doses of CYP3A inhibitors increases zanubrutinib C and AUC (Table 18). Table 18: Observed or Predicted Increase in Zanubrutinib Exposure After Coadministration of CYP3A Inhibitors Coadministered CYP3A Inhibitor Increase in Zanubrutinib C Increase in Zanubrutinib AUC max ½ max max
CHK_5F452E9BD454,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,30,1,77,1200,* † ‡ Observed Itraconazole (200 mg once daily) 157% 278% Fluconazole (400 mg once daily) 81% 88% Diltiazem (180 mg once daily) 62% 62% Voriconazole (200 mg twice daily) 229% 230% Clarithromycin (250 mg twice daily) 101% 92% Predicted Posaconazole suspension (100 mg once daily) 169% 180% Posaconazole suspension (100 mg twice daily) 207% 279% Posaconazole delayed-release tablets (300 mg once daily) 232% 407% Posaconazole intravenously (300 mg once daily) 205% 333% Itraconazole (200 mg once daily) 273% 320% CYP3A Inducers: Coadministration of multiple doses of rifampin (strong CYP3A inducer) decreased the zanubrutinib C by 92% and AUC by 93%. Coadministration of multiple doses of rifabutin (moderate CYP3A inducer) decreased the zanubrutinib C by 48% and AUC by 44%. Coadministration of multiple doses of efavirenz (moderate CYP3A inducer) is predicted to decrease zanubrutinib C by 58% and AUC by 60%. CYP3A Substrates: Coadministration of multiple doses of zanubrutinib decreased midazolam (CYP3A substrate) C by 30% and AUC by 47%. CYP2C19 Substrates: Coadministration of multiple doses of zanubrutinib decreased omeprazole (CYP2C19 substrate) C by 20% and AUC by 36%. Other CYP Substrates:
CHK_43EFA9FCCD9D,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,30,2,78,1200,"CYP3A substrate) C by 30% and AUC by 47%. CYP2C19 Substrates: Coadministration of multiple doses of zanubrutinib decreased omeprazole (CYP2C19 substrate) C by 20% and AUC by 36%. Other CYP Substrates: No clinically significant differences were observed with warfarin (CYP2C9 substrate) pharmacokinetics when coadministered with zanubrutinib. Transporter Systems: Coadministration of multiple doses of zanubrutinib increased digoxin (P-gp substrate) C by 34% and AUC by 11%. No clinically significant differences in the pharmacokinetics of rosuvastatin (BCRP substrate) were observed when coadministered with zanubrutinib. Gastric Acid Reducing Agents: No clinically significant differences in zanubrutinib pharmacokinetics were observed when coadministered with gastric acid reducing agents (proton pump inhibitors, H2-receptor antagonists). In Vitro Studies CYP Enzymes: Zanubrutinib is an inducer of CYP2B6 and CYP2C8. The assessment was conducted in healthy subjects with a single dose of zanubrutinib 20 mg. The assessment was conducted in patients with B-cell lymphoma administered multiple doses of zanubrutinib at the respective recommended zanubrutinib dosages in Table 1. The predicted value"
CHK_716F65021936,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,30,3,79,379,inib 20 mg. The assessment was conducted in patients with B-cell lymphoma administered multiple doses of zanubrutinib at the respective recommended zanubrutinib dosages in Table 1. The predicted values were based on simulations with patients administered multiple doses of zanubrutinib at the respective recommended dosages in Table 1. * † † † † ‡ ‡ ‡ ‡ ‡ max max max max max max
CHK_EC417F16BCD4,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,31,1,80,1200,"y Transporter Systems: Zanubrutinib is likely to be a substrate of P-gp. Zanubrutinib is not a substrate or inhibitor of OAT1, OAT3, OCT2, OATP1B1, or OATP1B3. 13 NONCLINICAL TOXICOLOGY 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility Carcinogenicity studies have not been conducted with zanubrutinib. Zanubrutinib was not mutagenic in a bacterial mutagenicity (Ames) assay, was not clastogenic in a chromosome aberration assay in mammalian (CHO) cells, nor was it clastogenic in an in vivo bone marrow micronucleus assay in rats. A combined male and female fertility and early embryonic development study was conducted in rats at oral zanubrutinib doses of 30 to 300 mg/kg/day. Male rats were dosed 4 weeks prior to mating and through mating and female rats were dosed 2 weeks prior to mating and to gestation day 7. No effect on male or female fertility was noted at lower doses, but at the highest dose tested, morphological abnormalities in sperm and increased postimplantation loss were noted. The high dose of 300 mg/kg/day is approximately 10 times the human recommended dose, based on body surface area. 14 CLINICAL STUDIES 14.1 Mantle Cell Lymphoma The efficacy of BRUKINSA was asse"
CHK_C5537179B0CC,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,31,2,81,1199,"noted. The high dose of 300 mg/kg/day is approximately 10 times the human recommended dose, based on body surface area. 14 CLINICAL STUDIES 14.1 Mantle Cell Lymphoma The efficacy of BRUKINSA was assessed in BGB-3111-206 [NCT03206970], a Phase 2, open-label, multicenter, single-arm trial of 86 previously treated patients with MCL who had received at least one prior therapy. BRUKINSA was given orally at a dose of 160 mg twice daily until disease progression or unacceptable toxicity. The median age of patients was 60.5 years (range: 34 to 75) and the majority were male (78%). The median time since diagnosis to study entry was 30 months (range: 3 to 102) and the median number of prior therapies was 2 (range: 1 to 4). The most common prior regimens were CHOP-based (91%) followed by rituximab-based (74%). The majority of patients had extranodal involvement (71%) and refractory disease (52%). Blastoid variant of MCL was present in 14% of patients. The MIPI score was low in 58%, intermediate in 29%, and high risk in 13%. The efficacy of BRUKINSA was also assessed in BGB-3111-AU-003 [NCT02343120], a Phase 1/2, open-label, dose-escalation, global, multicenter, single-arm trial of B cell mal"
CHK_849233E1D012,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,31,3,82,849,"in 29%, and high risk in 13%. The efficacy of BRUKINSA was also assessed in BGB-3111-AU-003 [NCT02343120], a Phase 1/2, open-label, dose-escalation, global, multicenter, single-arm trial of B cell malignancies including 32 previously treated MCL patients treated with BRUKINSA. BRUKINSA was given orally at doses of 160 mg twice daily or 320 mg daily. The median age of patients with previously treated MCL was 70 years (range: 42 to 86) and 38% of patients were ≥75 years old. Most patients were male (69%) and White (78%). The MIPI score was low in 28%, intermediate in 41%, and high risk in 31%. Tumor response was according to the 2014 Lugano Classification for both studies, and the primary efficacy endpoint was overall response rate as assessed by an Independent Review Committee (IRC). Table 19: Efficacy Results per IRC in Patients with MCL"
CHK_EE947F159504,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,32,1,83,1200,"y p Study BGB-3111-206 (N=86) Study BGB-3111-AU- 003 (N=32) ORR: overall response rate, CR: complete response, PR: partial response, DOR: duration of response, CI: confidence interval, NE: not estimable. * ORR (95% CI) 84% (74, 91) 84% (67, 95) CR 59% 22% PR 24% 62% Median DOR in months (95% CI) 19.5 (16.6, NE) 18.5 (12.6, NE) 14.2 Waldenström's Macroglobulinemia The efficacy of BRUKINSA was evaluated in ASPEN [NCT03053440], a randomized, active control, open-label trial, comparing BRUKINSA and ibrutinib in patients with MYD88 L265P mutation (MYD88 ) WM. Patients in Cohort 1 (n=201) were randomized 1:1 to receive BRUKINSA 160 mg twice daily or ibrutinib 420 mg once daily until disease progression or unacceptable toxicity. Randomization was stratified by number of prior therapies (0 vs 1-3 vs >3) and CXCR4 status (presence or absence of a WHIM-like mutation as measured by Sanger assay). The major efficacy outcome was the response rate defined as PR or better as assessed by IRC based on standard consensus response criteria from the International Workshop on Waldenström's Macroglobulinemia (IWWM)-6 criteria. An additional efficacy outcome measure was duration of response (DOR). The me"
CHK_DCF4C9B511CD,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,32,2,84,1200,"standard consensus response criteria from the International Workshop on Waldenström's Macroglobulinemia (IWWM)-6 criteria. An additional efficacy outcome measure was duration of response (DOR). The median age was 70 years (range: 38 to 90) and 68% were male. Of those enrolled, 2% were Asian, 91% were White, and 7% were of unknown race. ECOG performance status of 0 or 1 was present in 93% patients at baseline and 7% had a baseline ECOG performance status of 2. A total of 82% had relapsed/refractory disease with 85% having received prior alkylating agents and 91% prior anti-CD20 therapy. The median number of prior therapies in those with relapsed/refractory disease was 1 (range: 1 to 8). A total of 91 (45%) patients had International Prognostic Scoring System (IPSS) high WM. The study did not meet statistical significance for the prespecified efficacy outcome of superior CR+VGPR as assessed by IRC, tested first in patients with R/R disease in ASPEN. Table 20 shows the response rates in ASPEN based on IRC assessment. Table 20: Response Rate and Duration of Response Based on IRC Assessment in ASPEN Standard IWWM-6 Modified IWWM-6 Response Category BRUKINSA (N=102) Ibrutinib (N=99) BRUK"
CHK_CC294B206D1B,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,32,3,85,394,"SPEN based on IRC assessment. Table 20: Response Rate and Duration of Response Based on IRC Assessment in ASPEN Standard IWWM-6 Modified IWWM-6 Response Category BRUKINSA (N=102) Ibrutinib (N=99) BRUKINSA (N=102) Ibrutinib (N=99) Response rate (CR+VGPR+PR), n (%) 79 (77.5) 77 (77.8) 79 (77.5) 77 (77.8) (68 1 (68 3 (68 1 (68 3 FDG-PET scans were not required for response assessment. * MUT * †"
